Date,Open,High,Low,Close,Adj Close,Volume
2020-12-01,82.5,82.9000015258789,82.19999694824219,82.9000015258789,79.95244598388672,24728091
2020-12-02,83.0,83.30000305175781,82.4000015258789,82.69999694824219,79.75955200195312,34377676
2020-12-03,82.30000305175781,82.4000015258789,81.9000015258789,82.0,79.08444213867188,30592924
2020-12-04,83.0,83.4000015258789,82.5999984741211,82.9000015258789,79.95244598388672,47939163
2020-12-07,83.30000305175781,88.0999984741211,83.0999984741211,87.9000015258789,84.77466583251953,163202466
2020-12-08,88.4000015258789,89.69999694824219,87.30000305175781,87.5999984741211,84.48533630371094,118078656
2020-12-09,88.5,89.30000305175781,88.19999694824219,89.0,85.83555603027344,67687451
